Type,Digits,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,batch_yes_mean,batch_no_mean,calibrated_yes_logprob,calibrated_no_logprob,raw_predicted_answer,raw_is_correct,batchcalib_predicted_answer,batchcalib_is_correct
Arithmetic,1_digit_addition,'',Is 7 plus 5 equal to 16?,No,-4.952715873718262,-4.583368301391602,-5.086826677322388,-4.680026340484619,0.13411080360412608,0.0966580390930174,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 6 equal to 6?,No,-5.002712726593018,-4.82176399230957,-5.086826677322388,-4.680026340484619,0.08411395072937022,-0.14173765182495135,No,True,Yes,False
Arithmetic,2_digit_subtraction,'',Is 51 minus 29 equal to 91?,No,-4.721155643463135,-4.290359020233154,-5.086826677322388,-4.680026340484619,0.36567103385925304,0.38966732025146467,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 5 minus 2 equal to 5?,No,-5.167178153991699,-4.734092712402344,-5.086826677322388,-4.680026340484619,-0.08035147666931142,-0.05406637191772479,No,True,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 3 equal to 10?,Yes,-5.043581962585449,-4.611961841583252,-5.086826677322388,-4.680026340484619,0.04324471473693858,0.06806449890136701,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 4 times 6 equal to 24?,Yes,-4.789254665374756,-4.610836505889893,-5.086826677322388,-4.680026340484619,0.29757201194763194,0.06918983459472638,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 48 plus 96 equal to 144?,Yes,-4.9416279792785645,-4.44762659072876,-5.086826677322388,-4.680026340484619,0.14519869804382335,0.2323997497558592,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 41 minus 45 equal to 94?,No,-4.8724751472473145,-4.317743301391602,-5.086826677322388,-4.680026340484619,0.21435153007507335,0.3622830390930174,No,True,No,True
Arithmetic,1_digit_multiplication,'',Is 6 times 3 equal to 56?,No,-4.775022506713867,-4.656805038452148,-5.086826677322388,-4.680026340484619,0.3118041706085206,0.023221302032470525,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 7 minus 3 equal to 4?,Yes,-5.226859092712402,-4.735752105712891,-5.086826677322388,-4.680026340484619,-0.14003241539001454,-0.05572576522827166,No,False,No,False
Arithmetic,2_digit_addition,'',Is 26 plus 85 equal to 331?,No,-4.9075608253479,-4.4771904945373535,-5.086826677322388,-4.680026340484619,0.1792658519744874,0.20283584594726545,No,True,No,True
Arithmetic,2_digit_addition,'',Is 71 plus 34 equal to 352?,No,-4.735960006713867,-4.432803153991699,-5.086826677322388,-4.680026340484619,0.3508666706085206,0.24722318649291974,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 8 minus 8 equal to 0?,Yes,-5.239665985107422,-4.5638108253479,-5.086826677322388,-4.680026340484619,-0.15283930778503407,0.11621551513671857,No,False,No,False
Arithmetic,1_digit_addition,'',Is 3 plus 1 equal to 4?,Yes,-4.888125419616699,-4.766921520233154,-5.086826677322388,-4.680026340484619,0.19870125770568858,-0.08689517974853533,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 7 equal to 88?,No,-5.039617538452148,-4.483019828796387,-5.086826677322388,-4.680026340484619,0.047209138870239364,0.19700651168823224,No,True,No,True
Arithmetic,2_digit_addition,'',Is 13 plus 36 equal to 31?,No,-4.866778373718262,-4.498056411743164,-5.086826677322388,-4.680026340484619,0.22004830360412608,0.1819699287414549,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 3 times 0 equal to 0?,Yes,-4.905860900878906,-4.790647506713867,-5.086826677322388,-4.680026340484619,0.18096577644348155,-0.11062116622924822,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 0 equal to 0?,Yes,-5.430219650268555,-4.889241695404053,-5.086826677322388,-4.680026340484619,-0.3433929729461669,-0.20921535491943377,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 6 times 3 equal to 18?,Yes,-4.902445793151856,-4.846155643463135,-5.086826677322388,-4.680026340484619,0.18438088417053144,-0.1661293029785158,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 1 equal to -1?,Yes,-5.695844650268555,-5.09703540802002,-5.086826677322388,-4.680026340484619,-0.6090179729461669,-0.41700906753540146,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 11 minus 72 equal to 552?,No,-5.2775654792785645,-4.660827159881592,-5.086826677322388,-4.680026340484619,-0.19073880195617665,0.019199180603027166,No,True,No,True
Arithmetic,2_digit_addition,'',Is 78 plus 53 equal to 659?,No,-5.110874652862549,-4.6849751472473145,-5.086826677322388,-4.680026340484619,-0.024047975540161026,-0.00494880676269549,No,True,No,True
Arithmetic,2_digit_addition,'',Is 66 plus 58 equal to 124?,Yes,-4.914254665374756,-4.424990653991699,-5.086826677322388,-4.680026340484619,0.17257201194763194,0.25503568649291974,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 2 equal to 7?,Yes,-5.254519462585449,-4.698450088500977,-5.086826677322388,-4.680026340484619,-0.16769278526306142,-0.0184237480163576,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 0 times 4 equal to 0?,Yes,-5.316341876983643,-5.078657150268555,-5.086826677322388,-4.680026340484619,-0.22951519966125478,-0.3986308097839357,No,False,Yes,True
Arithmetic,1_digit_multiplication,'',Is 0 times 2 equal to 4?,No,-5.065546035766602,-5.196477890014648,-5.086826677322388,-4.680026340484619,0.02128064155578624,-0.5164515495300295,Yes,False,Yes,False
Arithmetic,1_digit_addition,'',Is 5 plus 8 equal to 38?,No,-4.931149005889893,-4.373056411743164,-5.086826677322388,-4.680026340484619,0.15567767143249522,0.3069699287414549,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 8 equal to -4?,Yes,-5.477504253387451,-4.803043365478516,-5.086826677322388,-4.680026340484619,-0.39067757606506337,-0.12301702499389666,No,False,No,False
Arithmetic,2_digit_addition,'',Is 29 plus 68 equal to 87?,No,-4.509274005889893,-4.264269828796387,-5.086826677322388,-4.680026340484619,0.5775526714324952,0.41575651168823224,No,True,Yes,False
Arithmetic,2_digit_multiplication,'',Is 84 times 36 equal to 7062?,No,-5.366523742675781,-5.138332843780518,-5.086826677322388,-4.680026340484619,-0.27969706535339345,-0.4583065032958986,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 3 plus 4 equal to 7?,Yes,-5.080530643463135,-4.773354530334473,-5.086826677322388,-4.680026340484619,0.006296033859253036,-0.0933281898498537,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 37 times 48 equal to 1776?,Yes,-5.122604370117188,-4.701690196990967,-5.086826677322388,-4.680026340484619,-0.035777692794800586,-0.021663856506347834,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 4 minus 6 equal to -2?,Yes,-5.73765230178833,-4.938055038452148,-5.086826677322388,-4.680026340484619,-0.6508256244659423,-0.2580286979675295,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 97 minus 66 equal to 31?,Yes,-4.901333332061768,-4.410827159881592,-5.086826677322388,-4.680026340484619,0.18549334526062022,0.26919918060302717,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 0 equal to 1?,Yes,-5.345130920410156,-4.981969356536865,-5.086826677322388,-4.680026340484619,-0.25830424308776845,-0.30194301605224627,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 3 equal to 5?,Yes,-5.204710006713867,-4.714053153991699,-5.086826677322388,-4.680026340484619,-0.11788332939147939,-0.034026813507080256,No,False,No,False
Arithmetic,1_digit_addition,'',Is 5 plus 5 equal to 98?,No,-4.918639659881592,-4.297081470489502,-5.086826677322388,-4.680026340484619,0.168187017440796,0.382944869995117,No,True,No,True
Arithmetic,1_digit_addition,'',Is 0 plus 5 equal to 1?,No,-5.173883438110352,-4.871968746185303,-5.086826677322388,-4.680026340484619,-0.08705676078796376,-0.19194240570068377,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 6 minus 4 equal to 8?,No,-5.252405643463135,-4.759737491607666,-5.086826677322388,-4.680026340484619,-0.16557896614074696,-0.07971115112304705,No,True,No,True
Arithmetic,2_digit_addition,'',Is 86 plus 78 equal to 164?,Yes,-4.804879665374756,-4.43981409072876,-5.081401391029358,-4.698490033149719,0.276521725654602,0.25867594242095926,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 95 times 18 equal to 1710?,Yes,-5.309637069702148,-4.759274005889893,-5.081401391029358,-4.698490033149719,-0.2282356786727906,-0.06078397274017355,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 5 minus 9 equal to -4?,Yes,-5.496195793151856,-4.818668365478516,-5.081401391029358,-4.698490033149719,-0.4147944021224985,-0.1201783323287966,No,False,No,False
Arithmetic,1_digit_addition,'',Is 1 plus 0 equal to 1?,Yes,-5.118129253387451,-4.997594356536865,-5.081401391029358,-4.698490033149719,-0.03672786235809333,-0.2991043233871462,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 88 times 44 equal to 3872?,Yes,-5.158927440643311,-4.738563060760498,-5.081401391029358,-4.698490033149719,-0.0775260496139536,-0.04007302761077902,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 7 minus 4 equal to 3?,Yes,-5.338459491729736,-4.786562919616699,-5.081401391029358,-4.698490033149719,-0.2570581007003785,-0.0880728864669802,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 45 minus 45 equal to 0?,Yes,-4.974040985107422,-4.420784950256348,-5.081401391029358,-4.698490033149719,0.10736040592193596,0.27770508289337137,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 61 times 49 equal to 2989?,Yes,-4.861014366149902,-4.500296592712402,-5.081401391029358,-4.698490033149719,0.2203870248794555,0.19819344043731668,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 87 times 84 equal to 5834?,No,-5.041070938110352,-4.813441753387451,-5.081401391029358,-4.698490033149719,0.04033045291900628,-0.11495172023773215,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 6 equal to -5?,Yes,-5.700093746185303,-5.091344356536865,-5.081401391029358,-4.698490033149719,-0.6186923551559449,-0.3928543233871462,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 2 minus 4 equal to -2?,Yes,-5.819828510284424,-5.210006237030029,-5.081401391029358,-4.698490033149719,-0.738427119255066,-0.5115162038803103,No,False,No,False
Arithmetic,1_digit_addition,'',Is 1 plus 8 equal to 9?,Yes,-4.922067165374756,-4.678252696990967,-5.081401391029358,-4.698490033149719,0.15933422565460198,0.020237336158752228,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 9 equal to 90?,No,-4.78977632522583,-4.293662071228027,-5.081401391029358,-4.698490033149719,0.29162506580352776,0.4048279619216917,No,True,No,True
Arithmetic,1_digit_addition,'',Is 6 plus 1 equal to 1?,No,-5.126585006713867,-4.757403373718262,-5.081401391029358,-4.698490033149719,-0.04518361568450935,-0.058913340568542694,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 4 plus 5 equal to 9?,Yes,-4.932093143463135,-4.438796520233154,-5.081401391029358,-4.698490033149719,0.14930824756622307,0.25969351291656473,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 75 minus 70 equal to 5?,Yes,-5.321812152862549,-4.8322529792785645,-5.081401391029358,-4.698490033149719,-0.240410761833191,-0.13376294612884543,No,False,No,False
Arithmetic,1_digit_addition,'',Is 2 plus 8 equal to 44?,No,-4.893146991729736,-4.586084842681885,-5.081401391029358,-4.698490033149719,0.1882543992996215,0.11240519046783426,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 3 times 0 equal to 2?,No,-4.90171480178833,-5.032835006713867,-5.081401391029358,-4.698490033149719,0.17968658924102776,-0.33434497356414816,Yes,False,Yes,False
Arithmetic,1_digit_multiplication,'',Is 1 times 0 equal to 0?,Yes,-4.950729370117188,-4.954624652862549,-5.081401391029358,-4.698490033149719,0.13067202091216945,-0.2561346197128298,Yes,True,Yes,True
Arithmetic,1_digit_multiplication,'',Is 5 times 9 equal to 92?,No,-4.8334126472473145,-4.52575159072876,-5.081401391029358,-4.698490033149719,0.24798874378204339,0.17273844242095926,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 0 times 6 equal to 6?,No,-5.12917947769165,-5.138912677764893,-5.081401391029358,-4.698490033149719,-0.04777808666229255,-0.44042264461517355,Yes,False,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 2?,Yes,-5.192449569702148,-5.0744404792785645,-5.081401391029358,-4.698490033149719,-0.1110481786727906,-0.37595044612884543,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 10 times 37 equal to 370?,Yes,-5.100472450256348,-4.6085357666015625,-5.081401391029358,-4.698490033149719,-0.019071059226989817,0.08995426654815653,No,False,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-5.22202730178833,-4.6693501472473145,-5.081401391029358,-4.698490033149719,-0.14062591075897224,0.029139885902404572,No,True,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,-4.943877696990967,-4.823428153991699,-5.081401391029358,-4.698490033149719,0.13752369403839104,-0.1249381208419802,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 4 times 7 equal to 92?,No,-4.828317165374756,-4.523992538452148,-5.081401391029358,-4.698490033149719,0.253084225654602,0.1744974946975706,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 15?,Yes,-4.852939605712891,-4.481996059417725,-5.081401391029358,-4.698490033149719,0.22846178531646721,0.21649397373199442,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-5.053950309753418,-4.872594356536865,-5.081401391029358,-4.698490033149719,0.02745108127593987,-0.1741043233871462,No,True,Yes,False
Arithmetic,2_digit_subtraction,'',Is 59 minus 61 equal to -2?,Yes,-5.400076866149902,-4.855121612548828,-5.081401391029358,-4.698490033149719,-0.3186754751205445,-0.1566315793991091,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 84 minus 14 equal to 59?,No,-4.845335006713867,-4.417178153991699,-5.081401391029358,-4.698490033149719,0.23606638431549065,0.2813118791580198,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 23 times 62 equal to 1426?,Yes,-5.038673400878906,-4.8021626472473145,-5.081401391029358,-4.698490033149719,0.04272799015045159,-0.10367261409759543,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 5 equal to 2?,No,-5.329145908355713,-4.781442165374756,-5.081401391029358,-4.698490033149719,-0.24774451732635505,-0.08295213222503683,No,True,No,True
Arithmetic,2_digit_subtraction,'',Is 53 minus 54 equal to 42?,No,-4.8322529792785645,-4.403680801391602,-5.081401391029358,-4.698490033149719,0.24914841175079339,0.29480923175811746,No,True,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 15?,Yes,-4.971155643463135,-4.6021904945373535,-5.081401391029358,-4.698490033149719,0.11024574756622307,0.09629953861236551,No,False,Yes,True
Arithmetic,1_digit_multiplication,'',Is 3 times 4 equal to 12?,Yes,-4.923460006713867,-4.868649005889893,-5.081401391029358,-4.698490033149719,0.15794138431549065,-0.17015897274017355,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 57 times 13 equal to 554?,No,-5.211958408355713,-4.915647506713867,-5.081401391029358,-4.698490033149719,-0.13055701732635505,-0.21715747356414816,No,True,Yes,False
Arithmetic,2_digit_multiplication,'',Is 46 times 57 equal to 9476?,No,-5.004896640777588,-4.710200309753418,-5.081401391029358,-4.698490033149719,0.07650475025176995,-0.011710276603698944,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 11?,Yes,-4.944222450256348,-4.638980865478516,-5.081401391029358,-4.698490033149719,0.13717894077301018,0.0595091676712034,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 54 times 99 equal to 9293?,No,-4.931326866149902,-4.631881237030029,-5.081401391029358,-4.698490033149719,0.1500745248794555,0.06660879611968973,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 68 plus 82 equal to 349?,No,-4.838459491729736,-4.534684658050537,-5.081401391029358,-4.698490033149719,0.2429418992996215,0.16380537509918192,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 1 times 2 equal to 2?,Yes,-5.056187152862549,-5.37046480178833,-5.081401391029358,-4.698490033149719,0.02521423816680901,-0.671974768638611,Yes,True,Yes,True
Arithmetic,1_digit_multiplication,'',Is 7 times 4 equal to 98?,No,-5.024379253387451,-4.5981526374816895,-5.081401391029358,-4.698490033149719,0.05702213764190667,0.10033739566802957,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 1 equal to 29?,No,-5.201741695404053,-4.657835006713867,-5.081401391029358,-4.698490033149719,-0.1203403043746949,0.04065502643585184,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 9 equal to -5?,Yes,-5.464945793151856,-4.726479530334473,-5.081401391029358,-4.698490033149719,-0.3835444021224985,-0.02798949718475363,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 14 times 86 equal to 6736?,No,-5.075832843780518,-4.775975227355957,-5.081401391029358,-4.698490033149719,0.005568547248840261,-0.077485194206238,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 99 plus 48 equal to 970?,No,-4.67258882522583,-4.238030433654785,-5.081401391029358,-4.698490033149719,0.40881256580352776,0.46045959949493387,No,True,No,True
Arithmetic,1_digit_multiplication,'',Is 3 times 9 equal to 27?,Yes,-4.897148609161377,-4.780840873718262,-5.081401391029358,-4.698490033149719,0.18425278186798089,-0.0823508405685427,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 65 minus 49 equal to 16?,Yes,-5.0677876472473145,-4.513055801391602,-5.081401391029358,-4.698490033149719,0.013613743782043386,0.18543423175811746,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 9 equal to 66?,No,-5.240898609161377,-4.626461505889893,-5.081401391029358,-4.698490033149719,-0.15949721813201911,0.07202852725982645,No,True,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 13?,Yes,-5.209502696990967,-4.529306411743164,-5.081401391029358,-4.698490033149719,-0.12810130596160896,0.16918362140655496,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 7 times 6 equal to 42?,Yes,-4.95640230178833,-4.717315196990967,-5.051575091679891,-4.66828200340271,0.09517278989156086,-0.049033193588257085,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 12?,Yes,-4.8646626472473145,-4.495303153991699,-5.051575091679891,-4.66828200340271,0.18691244443257649,0.1729788494110105,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 69 plus 80 equal to 149?,Yes,-4.8869404792785645,-4.457702159881592,-5.051575091679891,-4.66828200340271,0.16463461240132649,0.21057984352111792,No,False,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,-4.81636905670166,-4.258478164672852,-5.051575091679891,-4.66828200340271,0.23520603497823078,0.40980383872985815,No,True,No,True
Arithmetic,2_digit_subtraction,'',Is 46 minus 30 equal to 88?,No,-5.053597450256348,-4.499917030334473,-5.051575091679891,-4.66828200340271,-0.0020223585764567176,0.16836497306823706,No,True,No,True
Arithmetic,2_digit_addition,'',Is 15 plus 55 equal to 70?,Yes,-4.760928153991699,-4.389269828796387,-5.051575091679891,-4.66828200340271,0.2906469376881917,0.279012174606323,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 46 times 52 equal to 2392?,Yes,-5.085548400878906,-4.6615376472473145,-5.051575091679891,-4.66828200340271,-0.03397330919901531,0.006744356155395259,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 79 minus 11 equal to 68?,Yes,-5.071897506713867,-4.58199405670166,-5.051575091679891,-4.66828200340271,-0.02032241503397625,0.08628794670104956,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 63 times 37 equal to 2331?,Yes,-5.160125732421875,-4.742379665374756,-5.051575091679891,-4.66828200340271,-0.10855064074198406,-0.07409766197204615,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 86 minus 38 equal to 48?,Yes,-4.961084842681885,-4.4693779945373535,-5.051575091679891,-4.66828200340271,0.09049024899800617,0.1989040088653562,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 7 equal to 2?,Yes,-5.240898609161377,-4.750555038452148,-5.051575091679891,-4.66828200340271,-0.18932351748148601,-0.08227303504943873,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 56 minus 99 equal to 866?,No,-5.205837726593018,-4.530507564544678,-5.051575091679891,-4.66828200340271,-0.15426263491312664,0.13777443885803198,No,True,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 15?,Yes,-5.037521839141846,-4.667717933654785,-5.051575091679891,-4.66828200340271,0.014053252538045236,0.000564069747924556,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 29 minus 24 equal to 5?,Yes,-5.115898609161377,-4.749590873718262,-5.051575091679891,-4.66828200340271,-0.06432351748148601,-0.081308870315552,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 93 plus 50 equal to 278?,No,-4.803756237030029,-4.3125081062316895,-5.051575091679891,-4.66828200340271,0.24781885464986164,0.35577389717102026,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 63 times 23 equal to 3084?,No,-5.074188232421875,-4.779961109161377,-5.051575091679891,-4.66828200340271,-0.02261314074198406,-0.11167910575866724,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 7 equal to 9?,No,-4.97106409072876,-4.477659702301025,-5.051575091679891,-4.66828200340271,0.08051100095113117,0.19062230110168432,No,True,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 11?,Yes,-4.893740653991699,-4.461143970489502,-5.051575091679891,-4.66828200340271,0.15783443768819172,0.20713803291320776,No,False,No,False
Arithmetic,2_digit_addition,'',Is 80 plus 11 equal to 91?,Yes,-4.601479530334473,-4.230645656585693,-5.051575091679891,-4.66828200340271,0.4500955613454183,0.43763634681701635,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 11?,Yes,-5.0744404792785645,-4.58199405670166,-5.051575091679891,-4.66828200340271,-0.022865387598673514,0.08628794670104956,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 0 times 9 equal to 0?,Yes,-5.238657474517822,-5.003711700439453,-5.051575091679891,-4.66828200340271,-0.18708238283793133,-0.3354296970367434,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 29 minus 67 equal to -38?,Yes,-5.235519886016846,-4.747610092163086,-5.051575091679891,-4.66828200340271,-0.18394479433695476,-0.07932808876037623,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 20 times 56 equal to 7037?,No,-5.249478340148926,-4.75926399230957,-5.051575091679891,-4.66828200340271,-0.19790324846903484,-0.0909819889068606,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 97 times 29 equal to 9518?,No,-5.093228340148926,-4.791600227355957,-5.051575091679891,-4.66828200340271,-0.04165324846903484,-0.12331822395324732,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 3 times 3 equal to 6?,No,-4.870083332061768,-5.001461505889893,-5.051575091679891,-4.66828200340271,0.18149175961812336,-0.33317950248718287,Yes,False,Yes,False
Arithmetic,2_digit_multiplication,'',Is 45 times 39 equal to 1755?,Yes,-5.131523609161377,-4.70543909072876,-5.051575091679891,-4.66828200340271,-0.07994851748148601,-0.03715708732605005,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 6 minus 6 equal to 0?,Yes,-5.325262069702148,-4.647002696990967,-5.051575091679891,-4.66828200340271,-0.2736869780222575,0.021279306411742915,No,False,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 12?,Yes,-4.8209404945373535,-4.511895656585693,-5.051575091679891,-4.66828200340271,0.23063459714253742,0.15638634681701635,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 55 plus 32 equal to 32?,No,-4.359581470489502,-4.174769878387451,-5.051575091679891,-4.66828200340271,0.691993621190389,0.49351212501525854,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 27 plus 58 equal to 27?,No,-4.737490653991699,-4.429893970489502,-5.051575091679891,-4.66828200340271,0.3140844376881917,0.23838803291320776,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 4 minus 4 equal to 5?,No,-5.17418909072876,-4.617393970489502,-5.051575091679891,-4.66828200340271,-0.12261399904886883,0.05088803291320776,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 40 times 12 equal to 480?,Yes,-4.893520832061768,-4.524899005889893,-5.051575091679891,-4.66828200340271,0.15805425961812336,0.14338299751281713,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 9 equal to -6?,Yes,-5.475273609161377,-4.862490653991699,-5.051575091679891,-4.66828200340271,-0.423698517481486,-0.1942086505889895,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 2 minus 4 equal to 16?,No,-5.246195793151856,-4.8169026374816895,-5.051575091679891,-4.66828200340271,-0.19462070147196542,-0.14862063407897974,No,True,No,True
