Type,Digits,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,batch_yes_mean,batch_no_mean,calibrated_yes_logprob,calibrated_no_logprob,raw_predicted_answer,raw_is_correct,batchcalib_predicted_answer,batchcalib_is_correct
Arithmetic,1_digit_multiplication,'',Is 3 times 0 equal to 2?,No,-4.90171480178833,-5.032835006713867,-5.081401391029358,-4.698490033149719,0.17968658924102776,-0.33434497356414816,Yes,False,Yes,False
Arithmetic,1_digit_multiplication,'',Is 1 times 0 equal to 0?,Yes,-4.950729370117188,-4.954624652862549,-5.081401391029358,-4.698490033149719,0.13067202091216945,-0.2561346197128298,Yes,True,Yes,True
Arithmetic,1_digit_multiplication,'',Is 5 times 9 equal to 92?,No,-4.8334126472473145,-4.52575159072876,-5.081401391029358,-4.698490033149719,0.24798874378204339,0.17273844242095926,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 0 times 6 equal to 6?,No,-5.12917947769165,-5.138912677764893,-5.081401391029358,-4.698490033149719,-0.04777808666229255,-0.44042264461517355,Yes,False,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 2?,Yes,-5.192449569702148,-5.0744404792785645,-5.081401391029358,-4.698490033149719,-0.1110481786727906,-0.37595044612884543,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 10 times 37 equal to 370?,Yes,-5.100472450256348,-4.6085357666015625,-5.081401391029358,-4.698490033149719,-0.019071059226989817,0.08995426654815653,No,False,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-5.22202730178833,-4.6693501472473145,-5.081401391029358,-4.698490033149719,-0.14062591075897224,0.029139885902404572,No,True,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,-4.943877696990967,-4.823428153991699,-5.081401391029358,-4.698490033149719,0.13752369403839104,-0.1249381208419802,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 4 times 7 equal to 92?,No,-4.828317165374756,-4.523992538452148,-5.081401391029358,-4.698490033149719,0.253084225654602,0.1744974946975706,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 15?,Yes,-4.852939605712891,-4.481996059417725,-5.081401391029358,-4.698490033149719,0.22846178531646721,0.21649397373199442,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-5.053950309753418,-4.872594356536865,-5.081401391029358,-4.698490033149719,0.02745108127593987,-0.1741043233871462,No,True,Yes,False
Arithmetic,2_digit_subtraction,'',Is 59 minus 61 equal to -2?,Yes,-5.400076866149902,-4.855121612548828,-5.081401391029358,-4.698490033149719,-0.3186754751205445,-0.1566315793991091,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 84 minus 14 equal to 59?,No,-4.845335006713867,-4.417178153991699,-5.081401391029358,-4.698490033149719,0.23606638431549065,0.2813118791580198,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 23 times 62 equal to 1426?,Yes,-5.038673400878906,-4.8021626472473145,-5.081401391029358,-4.698490033149719,0.04272799015045159,-0.10367261409759543,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 5 equal to 2?,No,-5.329145908355713,-4.781442165374756,-5.081401391029358,-4.698490033149719,-0.24774451732635505,-0.08295213222503683,No,True,No,True
Arithmetic,2_digit_subtraction,'',Is 53 minus 54 equal to 42?,No,-4.8322529792785645,-4.403680801391602,-5.081401391029358,-4.698490033149719,0.24914841175079339,0.29480923175811746,No,True,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 15?,Yes,-4.971155643463135,-4.6021904945373535,-5.081401391029358,-4.698490033149719,0.11024574756622307,0.09629953861236551,No,False,Yes,True
Arithmetic,1_digit_multiplication,'',Is 3 times 4 equal to 12?,Yes,-4.923460006713867,-4.868649005889893,-5.081401391029358,-4.698490033149719,0.15794138431549065,-0.17015897274017355,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 57 times 13 equal to 554?,No,-5.211958408355713,-4.915647506713867,-5.081401391029358,-4.698490033149719,-0.13055701732635505,-0.21715747356414816,No,True,Yes,False
Arithmetic,2_digit_multiplication,'',Is 46 times 57 equal to 9476?,No,-5.004896640777588,-4.710200309753418,-5.081401391029358,-4.698490033149719,0.07650475025176995,-0.011710276603698944,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 11?,Yes,-4.944222450256348,-4.638980865478516,-5.081401391029358,-4.698490033149719,0.13717894077301018,0.0595091676712034,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 54 times 99 equal to 9293?,No,-4.931326866149902,-4.631881237030029,-5.081401391029358,-4.698490033149719,0.1500745248794555,0.06660879611968973,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 68 plus 82 equal to 349?,No,-4.838459491729736,-4.534684658050537,-5.081401391029358,-4.698490033149719,0.2429418992996215,0.16380537509918192,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 1 times 2 equal to 2?,Yes,-5.056187152862549,-5.37046480178833,-5.081401391029358,-4.698490033149719,0.02521423816680901,-0.671974768638611,Yes,True,Yes,True
Arithmetic,1_digit_multiplication,'',Is 7 times 4 equal to 98?,No,-5.024379253387451,-4.5981526374816895,-5.081401391029358,-4.698490033149719,0.05702213764190667,0.10033739566802957,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 1 equal to 29?,No,-5.201741695404053,-4.657835006713867,-5.081401391029358,-4.698490033149719,-0.1203403043746949,0.04065502643585184,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 9 equal to -5?,Yes,-5.464945793151856,-4.726479530334473,-5.081401391029358,-4.698490033149719,-0.3835444021224985,-0.02798949718475363,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 14 times 86 equal to 6736?,No,-5.075832843780518,-4.775975227355957,-5.081401391029358,-4.698490033149719,0.005568547248840261,-0.077485194206238,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 99 plus 48 equal to 970?,No,-4.67258882522583,-4.238030433654785,-5.081401391029358,-4.698490033149719,0.40881256580352776,0.46045959949493387,No,True,No,True
Arithmetic,1_digit_multiplication,'',Is 3 times 9 equal to 27?,Yes,-4.897148609161377,-4.780840873718262,-5.081401391029358,-4.698490033149719,0.18425278186798089,-0.0823508405685427,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 65 minus 49 equal to 16?,Yes,-5.0677876472473145,-4.513055801391602,-5.081401391029358,-4.698490033149719,0.013613743782043386,0.18543423175811746,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 9 equal to 66?,No,-5.240898609161377,-4.626461505889893,-5.081401391029358,-4.698490033149719,-0.15949721813201911,0.07202852725982645,No,True,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 13?,Yes,-5.209502696990967,-4.529306411743164,-5.081401391029358,-4.698490033149719,-0.12810130596160896,0.16918362140655496,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 7 times 6 equal to 42?,Yes,-4.95640230178833,-4.717315196990967,-5.066935358047486,-4.672985110282898,0.11053305625915577,-0.044330086708068706,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 12?,Yes,-4.8646626472473145,-4.495303153991699,-5.066935358047486,-4.672985110282898,0.2022727108001714,0.17768195629119887,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 69 plus 80 equal to 149?,Yes,-4.8869404792785645,-4.457702159881592,-5.066935358047486,-4.672985110282898,0.1799948787689214,0.2152829504013063,No,False,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,-4.81636905670166,-4.258478164672852,-5.066935358047486,-4.672985110282898,0.2505663013458257,0.41450694561004653,No,True,No,True
Arithmetic,2_digit_subtraction,'',Is 46 minus 30 equal to 88?,No,-5.053597450256348,-4.499917030334473,-5.066935358047486,-4.672985110282898,0.013337907791138193,0.17306807994842544,No,True,No,True
Arithmetic,2_digit_addition,'',Is 15 plus 55 equal to 70?,Yes,-4.760928153991699,-4.389269828796387,-5.066935358047486,-4.672985110282898,0.30600720405578663,0.2837152814865114,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 46 times 52 equal to 2392?,Yes,-5.085548400878906,-4.6615376472473145,-5.066935358047486,-4.672985110282898,-0.0186130428314204,0.011447463035583638,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 79 minus 11 equal to 68?,Yes,-5.071897506713867,-4.58199405670166,-5.066935358047486,-4.672985110282898,-0.0049621486663813386,0.09099105358123794,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 63 times 37 equal to 2331?,Yes,-5.160125732421875,-4.742379665374756,-5.066935358047486,-4.672985110282898,-0.09319037437438915,-0.06939455509185777,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 86 minus 38 equal to 48?,Yes,-4.961084842681885,-4.4693779945373535,-5.066935358047486,-4.672985110282898,0.10585051536560108,0.20360711574554458,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 7 equal to 2?,Yes,-5.240898609161377,-4.750555038452148,-5.066935358047486,-4.672985110282898,-0.1739632511138911,-0.07756992816925035,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 56 minus 99 equal to 866?,No,-5.205837726593018,-4.530507564544678,-5.066935358047486,-4.672985110282898,-0.13890236854553173,0.14247754573822036,No,True,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 15?,Yes,-5.037521839141846,-4.667717933654785,-5.066935358047486,-4.672985110282898,0.029413518905640146,0.005267176628112935,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 29 minus 24 equal to 5?,Yes,-5.115898609161377,-4.749590873718262,-5.066935358047486,-4.672985110282898,-0.048963251113891104,-0.07660576343536363,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 93 plus 50 equal to 278?,No,-4.803756237030029,-4.3125081062316895,-5.066935358047486,-4.672985110282898,0.26317912101745655,0.36047700405120864,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 63 times 23 equal to 3084?,No,-5.074188232421875,-4.779961109161377,-5.066935358047486,-4.672985110282898,-0.007252874374389151,-0.10697599887847886,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 7 equal to 9?,No,-4.97106409072876,-4.477659702301025,-5.066935358047486,-4.672985110282898,0.09587126731872608,0.1953254079818727,No,True,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 11?,Yes,-4.893740653991699,-4.461143970489502,-5.066935358047486,-4.672985110282898,0.17319470405578663,0.21184113979339614,No,False,No,False
Arithmetic,2_digit_addition,'',Is 80 plus 11 equal to 91?,Yes,-4.601479530334473,-4.230645656585693,-5.066935358047486,-4.672985110282898,0.4654558277130132,0.44233945369720473,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 11?,Yes,-5.0744404792785645,-4.58199405670166,-5.066935358047486,-4.672985110282898,-0.007505121231078604,0.09099105358123794,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 0 times 9 equal to 0?,Yes,-5.238657474517822,-5.003711700439453,-5.066935358047486,-4.672985110282898,-0.17172211647033642,-0.33072659015655503,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 29 minus 67 equal to -38?,Yes,-5.235519886016846,-4.747610092163086,-5.066935358047486,-4.672985110282898,-0.16858452796935985,-0.07462498188018785,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 20 times 56 equal to 7037?,No,-5.249478340148926,-4.75926399230957,-5.066935358047486,-4.672985110282898,-0.18254298210143993,-0.08627888202667222,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 97 times 29 equal to 9518?,No,-5.093228340148926,-4.791600227355957,-5.066935358047486,-4.672985110282898,-0.026292982101439932,-0.11861511707305894,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 3 times 3 equal to 6?,No,-4.870083332061768,-5.001461505889893,-5.066935358047486,-4.672985110282898,0.19685202598571827,-0.3284763956069945,Yes,False,Yes,False
Arithmetic,2_digit_multiplication,'',Is 45 times 39 equal to 1755?,Yes,-5.131523609161377,-4.70543909072876,-5.066935358047486,-4.672985110282898,-0.0645882511138911,-0.032453980445861674,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 6 minus 6 equal to 0?,Yes,-5.325262069702148,-4.647002696990967,-5.066935358047486,-4.672985110282898,-0.2583267116546626,0.025982413291931294,No,False,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 12?,Yes,-4.8209404945373535,-4.511895656585693,-5.066935358047486,-4.672985110282898,0.24599486351013233,0.16108945369720473,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 55 plus 32 equal to 32?,No,-4.359581470489502,-4.174769878387451,-5.066935358047486,-4.672985110282898,0.7073538875579839,0.4982152318954469,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 27 plus 58 equal to 27?,No,-4.737490653991699,-4.429893970489502,-5.066935358047486,-4.672985110282898,0.32944470405578663,0.24309113979339614,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 4 minus 4 equal to 5?,No,-5.17418909072876,-4.617393970489502,-5.066935358047486,-4.672985110282898,-0.10725373268127392,0.05559113979339614,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 40 times 12 equal to 480?,Yes,-4.893520832061768,-4.524899005889893,-5.066935358047486,-4.672985110282898,0.17341452598571827,0.1480861043930055,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 9 equal to -6?,Yes,-5.475273609161377,-4.862490653991699,-5.066935358047486,-4.672985110282898,-0.4083382511138911,-0.18950554370880113,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 2 minus 4 equal to 16?,No,-5.246195793151856,-4.8169026374816895,-5.066935358047486,-4.672985110282898,-0.1792604351043705,-0.14391752719879136,No,True,No,True
