Type,Digits,Context,Question,Correct Answer,raw_yes_logprob,raw_no_logprob,batch_yes_mean,batch_no_mean,calibrated_yes_logprob,calibrated_no_logprob,raw_predicted_answer,raw_is_correct,batchcalib_predicted_answer,batchcalib_is_correct
Arithmetic,1_digit_addition,'',Is 2 plus 0 equal to 2?,Yes,-5.192449569702148,-5.0744404792785645,-5.052054343223571,-4.668956136703491,-0.14039522647857705,-0.4054843425750736,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 10 times 37 equal to 370?,Yes,-5.100472450256348,-4.6085357666015625,-5.052054343223571,-4.668956136703491,-0.04841810703277627,0.060420370101928356,No,False,No,False
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 19?,No,-5.22202730178833,-4.6693501472473145,-5.052054343223571,-4.668956136703491,-0.1699729585647587,-0.00039401054382359746,No,True,No,True
Arithmetic,1_digit_addition,'',Is 2 plus 2 equal to 5?,No,-4.943877696990967,-4.823428153991699,-5.052054343223571,-4.668956136703491,0.10817664623260459,-0.15447201728820836,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 4 times 7 equal to 92?,No,-4.828317165374756,-4.523992538452148,-5.052054343223571,-4.668956136703491,0.22373717784881553,0.14496359825134242,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 9 plus 6 equal to 15?,Yes,-4.852939605712891,-4.481996059417725,-5.052054343223571,-4.668956136703491,0.19911473751068076,0.18696007728576625,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 1 plus 7 equal to 4?,No,-5.053950309753418,-4.872594356536865,-5.052054343223571,-4.668956136703491,-0.0018959665298465822,-0.20363821983337438,No,True,Yes,False
Arithmetic,2_digit_subtraction,'',Is 59 minus 61 equal to -2?,Yes,-5.400076866149902,-4.855121612548828,-5.052054343223571,-4.668956136703491,-0.34802252292633096,-0.18616547584533727,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 84 minus 14 equal to 59?,No,-4.845335006713867,-4.417178153991699,-5.052054343223571,-4.668956136703491,0.2067193365097042,0.25177798271179164,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 23 times 62 equal to 1426?,Yes,-5.038673400878906,-4.8021626472473145,-5.052054343223571,-4.668956136703491,0.013380942344665137,-0.1332065105438236,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 8 minus 5 equal to 2?,No,-5.329145908355713,-4.781442165374756,-5.052054343223571,-4.668956136703491,-0.2770915651321415,-0.112486028671265,No,True,No,True
Arithmetic,2_digit_subtraction,'',Is 53 minus 54 equal to 42?,No,-4.8322529792785645,-4.403680801391602,-5.052054343223571,-4.668956136703491,0.21980136394500693,0.2652753353118893,No,True,No,True
Arithmetic,1_digit_addition,'',Is 8 plus 7 equal to 15?,Yes,-4.971155643463135,-4.6021904945373535,-5.052054343223571,-4.668956136703491,0.08089869976043662,0.06676564216613734,No,False,Yes,True
Arithmetic,1_digit_multiplication,'',Is 3 times 4 equal to 12?,Yes,-4.923460006713867,-4.868649005889893,-5.052054343223571,-4.668956136703491,0.1285943365097042,-0.19969286918640172,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 57 times 13 equal to 554?,No,-5.211958408355713,-4.915647506713867,-5.052054343223571,-4.668956136703491,-0.1599040651321415,-0.24669137001037633,No,True,Yes,False
Arithmetic,2_digit_multiplication,'',Is 46 times 57 equal to 9476?,No,-5.004896640777588,-4.710200309753418,-5.052054343223571,-4.668956136703491,0.047157702445983496,-0.04124417304992711,No,True,Yes,False
Arithmetic,1_digit_addition,'',Is 2 plus 9 equal to 11?,Yes,-4.944222450256348,-4.638980865478516,-5.052054343223571,-4.668956136703491,0.10783189296722373,0.02997527122497523,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 54 times 99 equal to 9293?,No,-4.931326866149902,-4.631881237030029,-5.052054343223571,-4.668956136703491,0.12072747707366904,0.03707489967346156,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 68 plus 82 equal to 349?,No,-4.838459491729736,-4.534684658050537,-5.052054343223571,-4.668956136703491,0.21359485149383506,0.13427147865295375,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 1 times 2 equal to 2?,Yes,-5.056187152862549,-5.37046480178833,-5.052054343223571,-4.668956136703491,-0.004132809638977442,-0.7015086650848392,Yes,True,Yes,True
Arithmetic,1_digit_multiplication,'',Is 7 times 4 equal to 98?,No,-5.024379253387451,-4.5981526374816895,-5.052054343223571,-4.668956136703491,0.027675089836120215,0.0708034992218014,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 0 minus 1 equal to 29?,No,-5.201741695404053,-4.657835006713867,-5.052054343223571,-4.668956136703491,-0.14968735218048135,0.011121129989623668,No,True,No,True
Arithmetic,1_digit_subtraction,'',Is 4 minus 9 equal to -5?,Yes,-5.464945793151856,-4.726479530334473,-5.052054343223571,-4.668956136703491,-0.41289144992828497,-0.0575233936309818,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 14 times 86 equal to 6736?,No,-5.075832843780518,-4.775975227355957,-5.052054343223571,-4.668956136703491,-0.02377850055694619,-0.10701909065246618,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 99 plus 48 equal to 970?,No,-4.67258882522583,-4.238030433654785,-5.052054343223571,-4.668956136703491,0.3794655179977413,0.4309257030487057,No,True,No,True
Arithmetic,1_digit_multiplication,'',Is 3 times 9 equal to 27?,Yes,-4.897148609161377,-4.780840873718262,-5.052054343223571,-4.668956136703491,0.15490573406219443,-0.11188473701477086,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 65 minus 49 equal to 16?,Yes,-5.0677876472473145,-4.513055801391602,-5.052054343223571,-4.668956136703491,-0.015733304023743067,0.1559003353118893,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 1 minus 9 equal to 66?,No,-5.240898609161377,-4.626461505889893,-5.052054343223571,-4.668956136703491,-0.18884426593780557,0.04249463081359828,No,True,No,True
Arithmetic,1_digit_addition,'',Is 4 plus 9 equal to 13?,Yes,-5.209502696990967,-4.529306411743164,-5.052054343223571,-4.668956136703491,-0.1574483537673954,0.1396497249603268,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 7 times 6 equal to 42?,Yes,-4.95640230178833,-4.717315196990967,-5.052054343223571,-4.668956136703491,0.09565204143524131,-0.04835906028747594,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 8 plus 4 equal to 12?,Yes,-4.8646626472473145,-4.495303153991699,-5.052054343223571,-4.668956136703491,0.18739169597625693,0.17365298271179164,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 69 plus 80 equal to 149?,Yes,-4.8869404792785645,-4.457702159881592,-5.052054343223571,-4.668956136703491,0.16511386394500693,0.21125397682189906,No,False,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 4 equal to 78?,No,-4.81636905670166,-4.258478164672852,-5.052054343223571,-4.668956136703491,0.23568528652191123,0.4104779720306393,No,True,No,True
Arithmetic,2_digit_subtraction,'',Is 46 minus 30 equal to 88?,No,-5.053597450256348,-4.499917030334473,-5.052054343223571,-4.668956136703491,-0.0015431070327762697,0.1690391063690182,No,True,No,True
Arithmetic,2_digit_addition,'',Is 15 plus 55 equal to 70?,Yes,-4.760928153991699,-4.389269828796387,-5.052054343223571,-4.668956136703491,0.29112618923187217,0.27968630790710414,No,False,Yes,True
Arithmetic,2_digit_multiplication,'',Is 46 times 52 equal to 2392?,Yes,-5.085548400878906,-4.6615376472473145,-5.052054343223571,-4.668956136703491,-0.03349405765533486,0.0074184894561764025,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 79 minus 11 equal to 68?,Yes,-5.071897506713867,-4.58199405670166,-5.052054343223571,-4.668956136703491,-0.0198431634902958,0.0869620800018307,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 63 times 37 equal to 2331?,Yes,-5.160125732421875,-4.742379665374756,-5.052054343223571,-4.668956136703491,-0.10807138919830361,-0.073423528671265,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 86 minus 38 equal to 48?,Yes,-4.961084842681885,-4.4693779945373535,-5.052054343223571,-4.668956136703491,0.09096950054168662,0.19957814216613734,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 7 equal to 2?,Yes,-5.240898609161377,-4.750555038452148,-5.052054343223571,-4.668956136703491,-0.18884426593780557,-0.08159890174865758,No,False,No,False
Arithmetic,2_digit_subtraction,'',Is 56 minus 99 equal to 866?,No,-5.205837726593018,-4.530507564544678,-5.052054343223571,-4.668956136703491,-0.1537833833694462,0.13844857215881312,No,True,No,True
Arithmetic,1_digit_addition,'',Is 7 plus 8 equal to 15?,Yes,-5.037521839141846,-4.667717933654785,-5.052054343223571,-4.668956136703491,0.014532504081725683,0.0012382030487056994,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 29 minus 24 equal to 5?,Yes,-5.115898609161377,-4.749590873718262,-5.052054343223571,-4.668956136703491,-0.06384426593780557,-0.08063473701477086,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 93 plus 50 equal to 278?,No,-4.803756237030029,-4.3125081062316895,-5.052054343223571,-4.668956136703491,0.2482981061935421,0.3564480304718014,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 63 times 23 equal to 3084?,No,-5.074188232421875,-4.779961109161377,-5.052054343223571,-4.668956136703491,-0.022133889198303613,-0.1110049724578861,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 9 minus 7 equal to 9?,No,-4.97106409072876,-4.477659702301025,-5.052054343223571,-4.668956136703491,0.08099025249481162,0.19129643440246547,No,True,No,True
Arithmetic,1_digit_addition,'',Is 9 plus 2 equal to 11?,Yes,-4.893740653991699,-4.461143970489502,-5.052054343223571,-4.668956136703491,0.15831368923187217,0.2078121662139889,No,False,No,False
Arithmetic,2_digit_addition,'',Is 80 plus 11 equal to 91?,Yes,-4.601479530334473,-4.230645656585693,-5.052054343223571,-4.668956136703491,0.45057481288909873,0.4383104801177975,No,False,Yes,True
Arithmetic,1_digit_addition,'',Is 7 plus 4 equal to 11?,Yes,-5.0744404792785645,-4.58199405670166,-5.052054343223571,-4.668956136703491,-0.022386136054993067,0.0869620800018307,No,False,No,False
Arithmetic,1_digit_multiplication,'',Is 0 times 9 equal to 0?,Yes,-5.238657474517822,-5.003711700439453,-5.052054343223571,-4.668956136703491,-0.18660313129425088,-0.33475556373596227,No,False,Yes,True
Arithmetic,2_digit_subtraction,'',Is 29 minus 67 equal to -38?,Yes,-5.235519886016846,-4.747610092163086,-5.052054343223571,-4.668956136703491,-0.18346554279327432,-0.07865395545959508,No,False,No,False
Arithmetic,2_digit_multiplication,'',Is 20 times 56 equal to 7037?,No,-5.249478340148926,-4.75926399230957,-5.052054343223571,-4.668956136703491,-0.1974239969253544,-0.09030785560607946,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 97 times 29 equal to 9518?,No,-5.093228340148926,-4.791600227355957,-5.052054343223571,-4.668956136703491,-0.041173996925354395,-0.12264409065246618,No,True,Yes,False
Arithmetic,1_digit_multiplication,'',Is 3 times 3 equal to 6?,No,-4.870083332061768,-5.001461505889893,-5.052054343223571,-4.668956136703491,0.1819710111618038,-0.3325053691864017,Yes,False,Yes,False
Arithmetic,2_digit_multiplication,'',Is 45 times 39 equal to 1755?,Yes,-5.131523609161377,-4.70543909072876,-5.052054343223571,-4.668956136703491,-0.07946926593780557,-0.03648295402526891,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 6 minus 6 equal to 0?,Yes,-5.325262069702148,-4.647002696990967,-5.052054343223571,-4.668956136703491,-0.27320772647857705,0.02195343971252406,No,False,No,False
Arithmetic,1_digit_addition,'',Is 9 plus 3 equal to 12?,Yes,-4.8209404945373535,-4.511895656585693,-5.052054343223571,-4.668956136703491,0.23111384868621787,0.1570604801177975,No,False,Yes,True
Arithmetic,2_digit_addition,'',Is 55 plus 32 equal to 32?,No,-4.359581470489502,-4.174769878387451,-5.052054343223571,-4.668956136703491,0.6924728727340694,0.4941862583160397,No,True,Yes,False
Arithmetic,2_digit_addition,'',Is 27 plus 58 equal to 27?,No,-4.737490653991699,-4.429893970489502,-5.052054343223571,-4.668956136703491,0.31456368923187217,0.2390621662139889,No,True,Yes,False
Arithmetic,1_digit_subtraction,'',Is 4 minus 4 equal to 5?,No,-5.17418909072876,-4.617393970489502,-5.052054343223571,-4.668956136703491,-0.12213474750518838,0.0515621662139889,No,True,No,True
Arithmetic,2_digit_multiplication,'',Is 40 times 12 equal to 480?,Yes,-4.893520832061768,-4.524899005889893,-5.052054343223571,-4.668956136703491,0.1585335111618038,0.14405713081359828,No,False,Yes,True
Arithmetic,1_digit_subtraction,'',Is 3 minus 9 equal to -6?,Yes,-5.475273609161377,-4.862490653991699,-5.052054343223571,-4.668956136703491,-0.42321926593780557,-0.19353451728820836,No,False,No,False
Arithmetic,1_digit_subtraction,'',Is 2 minus 4 equal to 16?,No,-5.246195793151856,-4.8169026374816895,-5.052054343223571,-4.668956136703491,-0.19414144992828497,-0.1479465007781986,No,True,No,True
